"term","coef_reg_baja","coef_reg_alta"
"tf_texto_center",-0.0149336241345963,0
"tf_texto_centered",-0.0302617986351912,0
"tf_texto_centers",0,0
"tf_texto_central",0,0
"tf_texto_century",-0.025380412336009,0
"tf_texto_certain",0,0
"tf_texto_certainly",-0.000726494153419562,0
"tf_texto_cgi",0,0
"tf_texto_chad",0,0
"tf_texto_chain",0,0
"tf_texto_chair",0,0
"tf_texto_challenge",-0.016372551892633,0
"tf_texto_challenged",0.000918003581112856,0
"tf_texto_challenging",0,0
"tf_texto_chambers",-0.00553435075703131,0
"tf_texto_champion",0,0
"tf_texto_chan",0,0
"tf_texto_chan's",0.0198751038496294,0
"tf_texto_chance",0,0
"tf_texto_chances",0.00302185450922716,0
"tf_texto_change",0.0227000793163938,0.00681522993941241
"tf_texto_changed",-0.00636963340440743,0
"tf_texto_changes",0,0
"tf_texto_changing",0,0
"tf_texto_channel",0,0
"tf_texto_chaos",0.0135628878040872,0
"tf_texto_chapter",0,0
"tf_texto_character",0,0
"tf_texto_character's",-0.00707736111652746,0
"tf_texto_characterization",0,0
"tf_texto_characterizations",0,0
"tf_texto_characters",0,0
"tf_texto_charge",0,0
"tf_texto_charged",0,0
"tf_texto_charges",0.000199584441328583,0
"tf_texto_charisma",0,0
"tf_texto_charismatic",0,0
"tf_texto_charles",0,0
"tf_texto_charlie",0,0
"tf_texto_charlie's",0,0
"tf_texto_charlize",0,0
"tf_texto_charlotte",0,0
"tf_texto_charm",0,0
"tf_texto_charming",0.0318233031867641,0
"tf_texto_chase",0,0
"tf_texto_chased",0,0
"tf_texto_chases",0,0
"tf_texto_chasing",0,0
"tf_texto_cheadle",-0.0056566116181261,0
"tf_texto_cheap",-0.0499957496107265,-4.44536956419607e-05
"tf_texto_cheating",0,0
"tf_texto_check",0,0
"tf_texto_checking",0,0
"tf_texto_cheek",0.00189614769092584,0
"tf_texto_cheer",0,0
"tf_texto_cheese",0,0
"tf_texto_cheesy",0,0
"tf_texto_chef",0,0
"tf_texto_chemistry",0,0.00917000654926342
"tf_texto_chest",0,0
"tf_texto_chicago",0,0
"tf_texto_chick",-0.0626485413583845,0
"tf_texto_chicken",0.0184843736609797,0
"tf_texto_chickens",0,0
"tf_texto_chief",-0.00153209353846826,0
"tf_texto_child",0,0
"tf_texto_child's",0,0
"tf_texto_childhood",0,0
"tf_texto_childish",0,0
"tf_texto_children",0,0
"tf_texto_children's",0,0
"tf_texto_chilling",0.130211447611864,0.0532545208761651
"tf_texto_chills",0,0
"tf_texto_china",0,0
"tf_texto_chinese",0.0224715290545122,0
"tf_texto_chloe",0,0
"tf_texto_chocolate",0.00580550564218925,0
"tf_texto_choice",0.0023730790714729,0
"tf_texto_choices",0,0
"tf_texto_choose",0,0
"tf_texto_chooses",0.00683458339991532,0
"tf_texto_choreographed",0,0
"tf_texto_chose",-0.0156306571220479,0
"tf_texto_chosen",0.0231889171149159,0
"tf_texto_chow",0,0
"tf_texto_chris",0,0
"tf_texto_christ",0.0495424165678661,0
"tf_texto_christian",0,0
"tf_texto_christina",0,0
"tf_texto_christine",0,0
"tf_texto_christmas",0,0
"tf_texto_christopher",-0.00875546311189028,0
"tf_texto_chronicles",0.0648129873264106,0
"tf_texto_chuck",0,0
"tf_texto_chuckle",0,0
"tf_texto_chuckles",0,0
"tf_texto_chucky",-0.0493156673243998,0
"tf_texto_church",0,0
"tf_texto_cia",0,0
"tf_texto_cigarettes",0,0
"tf_texto_cindy",0,0
"tf_texto_cinema",0.00958042119245808,0
"tf_texto_cinematic",0.00155563483928402,0
"tf_texto_cinematographer",0,0
"tf_texto_cinematography",0,0
"tf_texto_cinque",0,0
"tf_texto_circle",0.014179432890564,0
"tf_texto_circles",-0.000226357257130462,0
"tf_texto_circumstances",0,0
"tf_texto_circus",0,0
"tf_texto_cisco",0,0
"tf_texto_cities",0,0
"tf_texto_citizen",0,0
"tf_texto_citizens",0,0
"tf_texto_city",-0.000104059653434998,0
"tf_texto_civil",0,0
"tf_texto_civilization",0,0
"tf_texto_clad",-0.0558025368518298,0
"tf_texto_claim",0,0
"tf_texto_claims",0,0
"tf_texto_claire",-0.0699230632684372,0
"tf_texto_clan",0.000304019857692816,0
"tf_texto_clark",-0.0751111659233012,0
"tf_texto_clash",0,0
"tf_texto_class",0.058902583299311,0
"tf_texto_classes",0,0
"tf_texto_classic",0,0
"tf_texto_classics",-0.00231956810975146,0
"tf_texto_claude",0,0
"tf_texto_claw",0.0229799803249572,0
"tf_texto_clean",0.00888944080619251,0
"tf_texto_cleaning",0,0
"tf_texto_clear",0,0
"tf_texto_clearly",0.00256177478176387,0
"tf_texto_cleavage",-0.097705936023691,0
"tf_texto_clerk",-0.0441275377901697,0
"tf_texto_clever",0.0190450382409461,0
"tf_texto_cleverly",0,0
"tf_texto_clich",-0.0741383618135859,0
"tf_texto_cliche",-0.0501225375995849,0
"tf_texto_cliched",-0.0594594597784962,-3.37154444854622e-05
"tf_texto_cliches",-0.00209439473888442,0
"tf_texto_client",0,0
"tf_texto_cliff",0,0
"tf_texto_climactic",0,0
"tf_texto_climax",-0.0123139153872356,0
"tf_texto_climb",-0.109354399782651,0
"tf_texto_clinic",0,0
"tf_texto_clint",0,0
"tf_texto_clone",0,0
"tf_texto_clooney",0.197766293010754,0
"tf_texto_close",0,0
"tf_texto_closed",0,0
"tf_texto_closely",0.0815012112843085,0
"tf_texto_closer",0,0
"tf_texto_closest",-0.00867293193202432,0
"tf_texto_closing",-0.00160204472224667,0
"tf_texto_clothes",0,0
"tf_texto_clothing",0,0
"tf_texto_cloud",0,0
"tf_texto_clown",-0.0775874739755033,0
"tf_texto_club",0,0
"tf_texto_clue",0,0
"tf_texto_clueless",0,0
"tf_texto_clues",0,0
"tf_texto_clumsy",0,0
"tf_texto_co",-0.00344199850750701,0
"tf_texto_coach",0,0
"tf_texto_coast",0.0454675713276012,0
"tf_texto_coat",0,0
"tf_texto_code",0,0
"tf_texto_coen",0.0269946040508677,0
"tf_texto_coens",0.137529283171448,0
"tf_texto_coffee",0,0
"tf_texto_coherent",-0.00472469927030304,0
"tf_texto_coincidence",-0.0567229799639566,0
"tf_texto_coincidentally",0.0192307607866686,0
"tf_texto_col",-0.0720910844297318,0
"tf_texto_cold",-0.013967423949631,0
"tf_texto_cole",0,0
"tf_texto_collar",-0.00373332572046124,0
"tf_texto_colleague",0,0
"tf_texto_collect",0.0892448668450655,0
"tf_texto_collection",0,0
"tf_texto_college",0.0125912252484735,0
"tf_texto_colonel",0.0326291376085664,0
"tf_texto_colony",-0.0956148408357038,0
"tf_texto_color",0.00862079979291609,0
"tf_texto_colored",-0.000104242670882086,0
"tf_texto_colorful",0,0
"tf_texto_colors",0,0
"tf_texto_columbia",0,0
"tf_texto_com",0.000571758109163188,0
"tf_texto_combat",0.0433778764285483,0
"tf_texto_combination",0,0
"tf_texto_combined",0,0
"tf_texto_combines",0.0169366230141206,0
"tf_texto_come",-0.00890700813616412,0
"tf_texto_comedian",0,0
"tf_texto_comedic",-0.0392939189666241,0
"tf_texto_comedies",0.0446440855455271,0
"tf_texto_comedy",-0.00309498861652201,0
"tf_texto_comes",0,0
"tf_texto_comet",-0.0552671147023282,0
"tf_texto_comfort",0,0
"tf_texto_comfortable",-0.000148254862379529,0
"tf_texto_comic",0,0
"tf_texto_comical",0,0
"tf_texto_coming",0,0
"tf_texto_command",0.135586735644634,0
"tf_texto_commander",-0.0231526292092486,0
"tf_texto_commanding",0.165982748650805,0.0427063647057898
"tf_texto_commands",0,0
"tf_texto_commendable",0,0
"tf_texto_comment",-0.0218703596415062,0
"tf_texto_commentary",0,0
"tf_texto_comments",0,0
"tf_texto_commercial",0,0
"tf_texto_commercials",-0.000633559409344552,0
"tf_texto_commit",0,0
"tf_texto_commitment",0,0
"tf_texto_commits",0,0
"tf_texto_committed",0.0608703921274261,0
"tf_texto_common",0.0257544937838561,0
"tf_texto_communicate",0,0
"tf_texto_communication",0.0234077217599375,0
"tf_texto_community",0,0
"tf_texto_companion",-0.00452770551121221,0
"tf_texto_company",0.00919268795041678,0
"tf_texto_compare",0,0
"tf_texto_compared",0,0
"tf_texto_comparing",0,0
"tf_texto_comparison",0.0293968406134682,0
"tf_texto_comparisons",0,0
"tf_texto_compassion",0,0
"tf_texto_compelling",0.00037360027326551,0
"tf_texto_compensate",0,0
"tf_texto_competent",-0.0993190888727502,0
"tf_texto_competition",0,0
"tf_texto_complain",0.00638500217415148,0
"tf_texto_complaining",0.00483299104580384,0
"tf_texto_complaint",0,0
"tf_texto_complete",0,0
"tf_texto_completed",0,0
"tf_texto_completely",-0.0121481535652211,0
"tf_texto_complex",0,0.00783524810053952
"tf_texto_complexity",0,0
"tf_texto_complicated",0,0
"tf_texto_compliment",-0.00928095723210379,0
"tf_texto_composed",0,0
"tf_texto_composer",0,0
"tf_texto_computer",0,0
"tf_texto_computers",0.0237167404700665,0
"tf_texto_con",0,0
"tf_texto_conceived",0,0
"tf_texto_concentration",0,0
"tf_texto_concept",0,0
"tf_texto_concepts",0,0
"tf_texto_concern",0,0
"tf_texto_concerned",0,0
"tf_texto_concerning",0,0
"tf_texto_concerns",0,0
"tf_texto_concert",0,0
"tf_texto_conclusion",0.0302774926522671,0
"tf_texto_condition",-7.76510343141203e-05,0
"tf_texto_conditions",0,0
"tf_texto_confidence",0,0
"tf_texto_confident",0,0
"tf_texto_confidential",0,0
"tf_texto_conflict",-0.0239048775118951,0
"tf_texto_conflicts",0,0
"tf_texto_confrontation",0,0
"tf_texto_confronts",0,0
"tf_texto_confused",2.17194311681984e-05,0
"tf_texto_confusing",-0.0568390332326187,0
"tf_texto_confusion",-0.0119914616370903,0
"tf_texto_connect",0,0
"tf_texto_connected",0,0
"tf_texto_connection",-0.00279896638766817,0
"tf_texto_connections",0.0325015050137217,0
"tf_texto_connery",-0.0404239608025968,0
"tf_texto_connor",0,0
"tf_texto_conrad",-0.0596132076203952,0
"tf_texto_conscience",0,0
"tf_texto_consequences",0,0
"tf_texto_consequently",0,0
"tf_texto_conservative",0,0
"tf_texto_consider",-0.00038857396130975,0
"tf_texto_considerable",0,0
"tf_texto_considerably",0,0
"tf_texto_consideration",0,0
"tf_texto_considered",-0.00243338769934396,0
"tf_texto_considering",0,0
"tf_texto_considers",0,0
"tf_texto_consistent",0,0
"tf_texto_consistently",0,0
"tf_texto_consists",0,0
"tf_texto_conspiracy",-0.0693323837065373,0
"tf_texto_constant",0,0
"tf_texto_constantly",0,0
"tf_texto_constructed",-0.0329358494463676,0
"tf_texto_construction",0,0
"tf_texto_contact",0,0
"tf_texto_contain",0,0
"tf_texto_contained",0,0
"tf_texto_containing",0,0
"tf_texto_contains",0,0
"tf_texto_contemporary",0.0471650692490709,0
"tf_texto_contempt",0,0
"tf_texto_content",-0.00998206153558931,0
"tf_texto_contest",0,0
"tf_texto_context",-0.121754876800175,0
"tf_texto_continually",-0.125542211022468,0
"tf_texto_continue",0,0
"tf_texto_continued",0,0
"tf_texto_continues",7.39979632131721e-05,0
"tf_texto_contract",0,0
"tf_texto_contrary",0,0
"tf_texto_contrast",0.0822386218818748,0
"tf_texto_contrivances",-0.00126832154869164,0
"tf_texto_contrived",0,0
"tf_texto_control",0,0
"tf_texto_controlled",0,0
"tf_texto_controversial",0,0
"tf_texto_convenience",0,0
"tf_texto_convenient",-0.0462855481107354,0
"tf_texto_conveniently",0,0
"tf_texto_convention",0,0
"tf_texto_conventional",0,0
"tf_texto_conventions",0,0
"tf_texto_conversation",0,0
"tf_texto_conversations",0,0
"tf_texto_convey",0,0
"tf_texto_convicted",0.00403513591724588,0
"tf_texto_conviction",0,0
"tf_texto_convince",0,0
"tf_texto_convinced",0,0
"tf_texto_convinces",0,0
"tf_texto_convincing",0,0
"tf_texto_convincingly",0,0
"tf_texto_convoluted",0,0
"tf_texto_cook",0,0
"tf_texto_cookie",-0.00474307339135039,0
"tf_texto_cooking",0,0
"tf_texto_cool",0,0
"tf_texto_cooper",0,0
"tf_texto_cop",0,0
"tf_texto_cope",0,0
"tf_texto_cops",0,0
"tf_texto_copy",0,0
"tf_texto_core",0,0
"tf_texto_corner",-0.00864626096747597,0
"tf_texto_corny",0.00360424443850181,0
"tf_texto_corporate",0,0
"tf_texto_corpse",-0.100767602050506,0
"tf_texto_correct",-0.0204764678595318,0
"tf_texto_correctly",0,0
"tf_texto_corrupt",0,0
"tf_texto_corruption",0,0
"tf_texto_cost",0,0
"tf_texto_costner",0,0
"tf_texto_costs",0,0
"tf_texto_costume",0,0
"tf_texto_costumes",-0.0271338708592754,0
"tf_texto_could've",0,0
"tf_texto_counselor",0.0298533220066336,0
"tf_texto_count",0,0
"tf_texto_counter",0.0303401589863184,0
"tf_texto_counterparts",0,0
"tf_texto_counting",-0.0929011091960487,0
"tf_texto_countless",0,0
"tf_texto_countries",0.080433862260908,0
"tf_texto_country",-0.0112449711347228,0
"tf_texto_couple",0.0122578363867492,0
"tf_texto_coupled",0.0258967474434394,0
"tf_texto_couples",-0.0389970298578447,0
"tf_texto_courage",0,0
"tf_texto_course",0,0
"tf_texto_court",0,0
"tf_texto_courtesy",0,0
"tf_texto_courtney",0,0
"tf_texto_courtroom",0,0
"tf_texto_cousin",0,0
"tf_texto_cover",0,0
"tf_texto_covered",0,0
"tf_texto_covering",0,0
"tf_texto_covers",-0.00163540615431221,0
"tf_texto_cowboy",0,0
"tf_texto_cox",-0.000225701093658467,0
"tf_texto_crab",0,0
"tf_texto_crack",0,0
"tf_texto_cracking",0.0493497324877517,0
"tf_texto_cracks",0.00965307082048701,0
"tf_texto_craft",5.71417793114346e-05,0
"tf_texto_crafted",0,0
"tf_texto_craig",0,0
"tf_texto_crane",0,0
"tf_texto_crap",0,0
"tf_texto_crash",0,0
"tf_texto_crashes",0,0
"tf_texto_crashing",0,0
"tf_texto_craven",0,0
"tf_texto_crawford",0,0
"tf_texto_crazed",-0.00565101844609793,0
"tf_texto_crazy",0,0
"tf_texto_creaky",-0.0321674944731516,0
"tf_texto_cream",0,0
"tf_texto_create",0,0
"tf_texto_created",-0.00353556493888936,0
"tf_texto_creates",0,0
"tf_texto_creating",0,0
"tf_texto_creation",0,0
"tf_texto_creations",0,0
"tf_texto_creative",0,0
"tf_texto_creativity",0,0
"tf_texto_creator",0,0
"tf_texto_creature",0,0
"tf_texto_creatures",0,0
"tf_texto_credibility",0,0
"tf_texto_credible",0,0
"tf_texto_credit",0,0
"tf_texto_credited",-0.0562282625242163,0
"tf_texto_credits",0,0
"tf_texto_creek",0,0
"tf_texto_creeps",0,0
"tf_texto_creepy",0.00997210645767479,0
"tf_texto_crew",0,0
"tf_texto_crichton",0,0
"tf_texto_crime",0.00259478474137841,0
"tf_texto_crimes",0.00443838202414174,0
"tf_texto_criminal",0,0
"tf_texto_criminals",0,0
"tf_texto_cringe",0.00407068432825564,0
"tf_texto_crisis",0,0
"tf_texto_crisp",0,0
"tf_texto_critic",0,0
"tf_texto_critical",0.00385490109244029,0
"tf_texto_critically",0,0
"tf_texto_criticism",0,0
"tf_texto_critics",-0.000261478613429451,0
"tf_texto_critique",0.0287448139431298,0
"tf_texto_cromwell",0,0
"tf_texto_cross",0,0
"tf_texto_crossed",0,0
"tf_texto_crosses",0,0
"tf_texto_crossing",0,0
"tf_texto_crow",0,0
"tf_texto_crowd",0,0
"tf_texto_crowe",0,0
"tf_texto_crucial",0,0
"tf_texto_crude",0,0
"tf_texto_cruel",0.0615507061601371,0
"tf_texto_cruelty",0.136786436080041,0
"tf_texto_cruise",0,0
"tf_texto_crush",0,0
"tf_texto_cry",0,0
"tf_texto_crying",-0.00714396414178982,0
"tf_texto_crystal",0,0
"tf_texto_cuba",-0.0284363722635398,0
"tf_texto_cube",0,0
"tf_texto_cue",0,0
"tf_texto_cult",0.00682452858829652,0
"tf_texto_cultural",0,0
"tf_texto_culture",0.034991470674502,0
"tf_texto_cup",0,0
"tf_texto_cure",0,0
"tf_texto_curiosity",0,0
"tf_texto_curious",0,0
"tf_texto_current",0,0
"tf_texto_currently",0.0228856947065322,0
"tf_texto_curtis",0.000182822835082553,0
"tf_texto_cusack",0,0
"tf_texto_customers",0,0
"tf_texto_cut",0,0
"tf_texto_cute",0.0180326663561548,0
"tf_texto_cuts",-0.0416147261143591,0
"tf_texto_cutting",0,0
"tf_texto_cynical",0,0
"tf_texto_cynicism",0,0
"tf_texto_cynthia",0,0
"tf_texto_d",0,0
"tf_texto_dad",0,0
"tf_texto_daddy",0,0
"tf_texto_dafoe",0,0
"tf_texto_daily",0,0
"tf_texto_daisy",0,0
"tf_texto_dalmatians",0,0
"tf_texto_damage",0,0
"tf_texto_damme",0,0
"tf_texto_damme's",0,0
"tf_texto_damn",0,0
"tf_texto_damned",0,0
"tf_texto_damon",0.162426849943779,0.0208822463308874
"tf_texto_dan",0,0
"tf_texto_dana",0,0
"tf_texto_dance",0,0
"tf_texto_dancer",0,0
"tf_texto_dances",0,0
"tf_texto_dancing",-0.00786891550541319,0
"tf_texto_danes",0,0
"tf_texto_danger",0.00975464900205821,0
"tf_texto_dangerous",0,0
"tf_texto_daniel",-0.0323468453526987,0
"tf_texto_daniels",-0.165406009956459,0
"tf_texto_danny",0,0
"tf_texto_dante's",-0.0282459442464865,0
"tf_texto_dare",0,0
"tf_texto_daring",0,0
"tf_texto_dark",0,0
"tf_texto_darker",0,0
"tf_texto_darkness",0,0
"tf_texto_darn",0,0
"tf_texto_darren",0,0
"tf_texto_darryl",0,0
"tf_texto_darth",0,0
"tf_texto_daryl",0,0
"tf_texto_data",0,0
"tf_texto_date",0,0
"tf_texto_dated",0,0
"tf_texto_dating",0,0
"tf_texto_daughter",0,0
"tf_texto_dave",0,0
"tf_texto_david",0.0203839979817902,0
"tf_texto_davis",0,0
"tf_texto_dawn",0,0
"tf_texto_dawson's",0,0
"tf_texto_day",0.0084209768895003,0
"tf_texto_daylight",0.19620350112386,0
"tf_texto_days",0.0324934466104808,0
"tf_texto_dazzling",0.148875863742704,0.00872183786321676
"tf_texto_de",0,0
"tf_texto_dead",0,0
"tf_texto_deadly",0,0
"tf_texto_deadpan",0.0386063038318839,0
"tf_texto_deal",0.0354276589545649,0
"tf_texto_dealer",-0.00117033758560916,0
"tf_texto_dealing",-0.0696393035902136,0
"tf_texto_deals",-0.0045096155246167,0
"tf_texto_dealt",-0.0682107284622639,0
"tf_texto_dean",0,0
"tf_texto_dear",0,0
"tf_texto_death",0,0
"tf_texto_deaths",0,0
"tf_texto_debate",0.0486346170631007,0.0321370736678501
"tf_texto_debt",0.0736795639692035,0
"tf_texto_debut",0,0
"tf_texto_decade",0.0374369603399124,0
"tf_texto_decades",0,0
"tf_texto_deceased",0,0
"tf_texto_december",0.0960557673159446,0
"tf_texto_decent",0,0
"tf_texto_decide",0,0
"tf_texto_decided",0,0
"tf_texto_decidedly",0,0
"tf_texto_decides",-0.0185110296786188,0
"tf_texto_decision",0.0490613180630408,0
"tf_texto_decisions",0.109878181143682,0
"tf_texto_deck",0,0
"tf_texto_dedicated",0.00714165699312545,0
"tf_texto_deep",-0.0437277504646479,0
"tf_texto_deeper",0,0
"tf_texto_deeply",0,0
"tf_texto_defeat",-0.0105591641373205,0
"tf_texto_defense",0,0
"tf_texto_definately",0.166315146486074,0
"tf_texto_defined",0,0
"tf_texto_defining",0,0
"tf_texto_definite",0,0
"tf_texto_definitely",0.0622289884954716,0.0320078210674281
"tf_texto_definition",0,0
"tf_texto_degree",-4.84495268221239e-05,0
"tf_texto_degrees",0,0
"tf_texto_del",0,0
"tf_texto_deliberately",-0.0251108500432197,0
"tf_texto_deliciously",0,0
"tf_texto_delight",0.0108511836362069,0.00586201716945521
"tf_texto_delightful",0.0204659231338674,0
"tf_texto_delightfully",0,0
"tf_texto_deliver",0,0
"tf_texto_delivered",0,0
"tf_texto_delivering",0,0
"tf_texto_delivers",0.0732230998460015,0.0518083070195452
"tf_texto_delivery",0,0
"tf_texto_demanding",0,0
"tf_texto_demands",0,0
"tf_texto_demeanor",0,0
"tf_texto_demise",-0.0134196283737702,0
"tf_texto_demons",0,0
"tf_texto_demonstrate",0,0
"tf_texto_demonstrated",0,0
"tf_texto_demonstrates",0,0
"tf_texto_deniro",0,0
"tf_texto_denise",0,0
"tf_texto_dennis",-0.0105150198669274,0
"tf_texto_denzel",0.0221482930680281,0
"tf_texto_depalma",-0.144649823858076,0
"tf_texto_department",-0.0204404442997489,0
"tf_texto_departure",0,0
"tf_texto_depends",3.14174019030877e-06,0
"tf_texto_depict",0,0
"tf_texto_depicted",0,0
"tf_texto_depicting",-0.00311241858630806,0
"tf_texto_depiction",0,0
"tf_texto_depp",0,0
"tf_texto_depressed",0,0
"tf_texto_depressing",-0.0573445276363679,0
"tf_texto_depression",0,0
"tf_texto_depth",0,0
"tf_texto_depths",0,0
"tf_texto_deputy",0.290510698644376,0
"tf_texto_derek",-0.00384713947954225,0
"tf_texto_derivative",-0.0413492468145296,0
"tf_texto_describe",0,0
"tf_texto_described",0,0
"tf_texto_describes",0,0
"tf_texto_describing",0,0
"tf_texto_description",0,0
"tf_texto_desert",0.0448179353276272,0
"tf_texto_deserted",0,0
"tf_texto_deserve",0,0
"tf_texto_deserved",0,0
"tf_texto_deserves",0.079718151835734,0.0193594744870403
"tf_texto_design",0,0
"tf_texto_designed",-0.103828411870437,-0.0132541211260667
"tf_texto_designer",0.150251310207968,0.000196784221330445
"tf_texto_desire",-0.000175419573048325,0
"tf_texto_desired",0,0
"tf_texto_desires",0,0
"tf_texto_despair",0.0117944882722397,0
"tf_texto_desperate",0,0
"tf_texto_desperately",0,0
"tf_texto_desperation",0,0
"tf_texto_despicable",0,0
"tf_texto_despite",0,0
"tf_texto_destination",0,0
"tf_texto_destined",0.0565450063862218,0
"tf_texto_destiny",0,0
"tf_texto_destroy",0,0
"tf_texto_destroyed",0,0
"tf_texto_destroying",0,0
"tf_texto_destroys",0.000823546887029546,0
"tf_texto_destruction",0,0
"tf_texto_detail",0.0329151309812235,3.84118206354337e-05
"tf_texto_detailed",0,0
"tf_texto_details",0.0756663789920807,0.0192169333292591
"tf_texto_detective",0,0
"tf_texto_detectives",-0.00878357586510042,0
"tf_texto_determine",0,0
"tf_texto_determined",0,0
"tf_texto_detroit",0.00031582103956212,0
"tf_texto_devastating",0,0
"tf_texto_develop",0,0
"tf_texto_developed",0,0
"tf_texto_developing",-0.0129295003798048,0
"tf_texto_development",0,0
"tf_texto_developments",0,0
"tf_texto_develops",0,0
"tf_texto_device",0.0115963029869484,0
"tf_texto_devices",0,0
"tf_texto_devil",0.0754440678692781,0
"tf_texto_devil's",-0.128414008924433,0
"tf_texto_devito",0,0
"tf_texto_devoid",0,0
"tf_texto_devoted",0,0
"tf_texto_dewey",0,0
"tf_texto_di",0,0
"tf_texto_diabolical",0,0
"tf_texto_dialog",0,0
"tf_texto_dialogue",0,0
"tf_texto_diamond",-0.0325110856136839,0
"tf_texto_diane",0,0
"tf_texto_diaz",0,0
"tf_texto_dicaprio",0,0
"tf_texto_dick",0,0
"tf_texto_die",0,0
"tf_texto_died",0,0
"tf_texto_dien",0,0
"tf_texto_dies",0,0
"tf_texto_difference",0,0
"tf_texto_differences",0,0
"tf_texto_different",0.0145605911128986,0.0233721114151315
"tf_texto_differently",0,0
"tf_texto_difficult",0,0
"tf_texto_dig",-0.0140588577143798,0
"tf_texto_digital",0,0
"tf_texto_dignity",0,0
"tf_texto_dilemma",-0.0128038813701145,0
"tf_texto_dillon",0,0
"tf_texto_dim",0.041092623792896,0
"tf_texto_dimension",0.00888247981355995,0
"tf_texto_dimensional",-0.000147428137694891,0
"tf_texto_diner",1.34965887616003e-05,0
"tf_texto_dinner",-0.0462544207141163,0
"tf_texto_dinosaurs",-0.0246257704095096,0
"tf_texto_direct",0.0188553491838839,0
"tf_texto_directed",0,0
"tf_texto_directing",0,0
"tf_texto_direction",0,0
"tf_texto_directly",-0.0280218189114813,0
"tf_texto_director",-0.0398690033937684,-0.00126759601854308
"tf_texto_director's",-0.00118135013460535,0
"tf_texto_directorial",0,0
"tf_texto_directors",0,0
"tf_texto_directs",0.00154431141612446,0
"tf_texto_dirt",0.00646193209014354,0
"tf_texto_dirty",0,0
"tf_texto_disappear",0,0
"tf_texto_disappeared",0,0
"tf_texto_disappears",-0.0536192847699651,0
"tf_texto_disappoint",0.000220167296765059,0
"tf_texto_disappointed",0.000831490171081194,0
"tf_texto_disappointing",-0.0584389241530517,-3.37242189824733e-06
"tf_texto_disappointment",-0.0482477032976301,0
"tf_texto_disaster",0.0347027877970839,0
"tf_texto_disastrous",0,0
"tf_texto_disbelief",0,0
"tf_texto_disc",0,0
"tf_texto_disco",0,0
"tf_texto_discover",-0.0243422631954439,0
"tf_texto_discovered",0,0
"tf_texto_discovering",0,0
"tf_texto_discovers",0.056953311482637,0
"tf_texto_discovery",-0.0651613320627579,0
"tf_texto_discuss",0,0
"tf_texto_discussing",0,0
"tf_texto_discussion",0,0
"tf_texto_disease",0,0
"tf_texto_disguise",0,0
"tf_texto_disguises",0,0
"tf_texto_disgusting",-0.00895315867500302,0
"tf_texto_dismal",0,0
"tf_texto_disney",0,0
"tf_texto_disney's",0,0
"tf_texto_display",-0.0388238749083999,0
"tf_texto_displayed",0,0
"tf_texto_displays",0.0220206234355753,0
"tf_texto_distance",-0.0380485750105254,0
"tf_texto_distant",0,0
"tf_texto_distinct",0,0
"tf_texto_distinction",0,0
"tf_texto_distract",0,0
"tf_texto_distracted",0,0
"tf_texto_distracting",0.0133309882202111,0
"tf_texto_distraction",-0.000707440120383874,0
"tf_texto_distress",0,0
"tf_texto_disturbed",0,0
"tf_texto_disturbing",0,0
"tf_texto_diverse",0,0
"tf_texto_divided",0,0
"tf_texto_divorce",0,0
"tf_texto_doctor",0,0
"tf_texto_doctors",-0.000397234382912528,0
"tf_texto_documentary",0,0
"tf_texto_dog",-0.0396576361177804,0
"tf_texto_dogma",0,0
"tf_texto_dogs",0.0460611726935272,0
"tf_texto_doll",0,0
"tf_texto_dollar",0,0
"tf_texto_dollars",-0.00384723319140443,0
"tf_texto_dolores",0,0
"tf_texto_domestic",-0.00113048361673632,0
"tf_texto_don",0,0
"tf_texto_donald",0,0
"tf_texto_done",0,0
"tf_texto_donkey",0,0
"tf_texto_donnie",0,0
"tf_texto_doo",0.00429693423286886,0
"tf_texto_doom",0.00209833697893479,0
"tf_texto_doomed",0.0469558665783587,0
"tf_texto_door",0,0
"tf_texto_doors",0,0
"tf_texto_dora",0,0
"tf_texto_dose",0,0
"tf_texto_double",0,0
"tf_texto_doubt",0,0
"tf_texto_doug",0.0941488939565327,0
"tf_texto_douglas",0,0
"tf_texto_downhill",-0.0681398079025198,-0.000138384282446262
"tf_texto_downright",-0.0706033639233694,0
"tf_texto_downs",0,0
"tf_texto_dozen",0.0300388973875499,0
"tf_texto_dozens",0,0
"tf_texto_dr",0.0277498626119378,0
"tf_texto_dracula",0,0
"tf_texto_drag",0,0
"tf_texto_dragged",-0.0708243518070813,0
"tf_texto_dragon",0.0231868580024,0
"tf_texto_drags",-0.0413981663367092,0
"tf_texto_drama",0,0
"tf_texto_dramas",0.0159094401586389,0.0181890708863584
"tf_texto_dramatic",0.00306086494980273,0
"tf_texto_dramatically",-0.0276979562064729,0
"tf_texto_draw",-0.0107591995337019,0
"tf_texto_drawing",0,0
"tf_texto_drawn",0,0
"tf_texto_draws",0,0
"tf_texto_dread",0.0152277985499019,0.0151039300001073
"tf_texto_dreaded",0,0
"tf_texto_dreadful",0,0
"tf_texto_dream",0.0235696778198108,0
"tf_texto_dreams",0,0
"tf_texto_dreamworks",0.0208569262154937,0
"tf_texto_dreary",0,0
"tf_texto_dress",0,0
"tf_texto_dressed",-0.0482127542461371,0
"tf_texto_dressing",0,0
